Accession,Gene Name,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Abundances A1,Abundances A2,Abundances A3,Abundances B1,Abundances B2,Abundances B3,Fold Change,p-value
Q8CG19,Ltbp1,Latent-transforming growth factor beta-binding protein 1 OS=Mus musculus OX=10090 GN=Ltbp1 PE=1 SV=2,0.700934579,1,1,1,1712,186.593,6.02,80.9,79.4,89.3,103.9,115.2,131.3,1.403846154,0.016947414
Q9JHI0,Mmp19,Matrix metalloproteinase-19 OS=Mus musculus OX=10090 GN=Mmp19 PE=2 SV=1,1.707779886,1,1,1,527,59.085,7.85,85.9,87.5,76.4,109.8,133.2,107.3,1.402321857,0.020041125
Q03734,Serpina3m,Serine protease inhibitor A3M OS=Mus musculus OX=10090 GN=Serpina3m PE=1 SV=2,23.68421053,8,33,2,418,47.034,6.1,86.9,76.7,86.2,112.6,103.7,133.9,1.401921537,0.024751927
O70250,Pgam2,Phosphoglycerate mutase 2 OS=Mus musculus OX=10090 GN=Pgam2 PE=1 SV=3,30.03952569,8,31,4,253,28.809,8.5,79.9,88.1,81.8,107.7,110.5,131.9,1.401521217,0.014131658
P08905,Lyz2,Lysozyme C-2 OS=Mus musculus OX=10090 GN=Lyz2 PE=1 SV=2,14.86486486,2,5,2,148,16.678,8.81,80,81.8,88.2,113,123.8,113.1,1.3996,0.001582069
Q925B0,Pawr,PRKC apoptosis WT1 regulator protein OS=Mus musculus OX=10090 GN=Pawr PE=1 SV=2,4.204204204,1,2,1,333,35.887,5.92,80.9,86.2,83.1,107.6,120.1,122.1,1.398081535,0.002275333
Q61147,Cp,Ceruloplasmin OS=Mus musculus OX=10090 GN=Cp PE=1 SV=2,39.86804901,31,60,31,1061,121.074,5.85,82.1,85.4,82.7,114,115.2,120.5,1.397681855,0.000121136
Q9D735,Trir,Telomerase RNA component interacting RNase OS=Mus musculus OX=10090 GN=Trir PE=1 SV=1,5.202312139,1,1,1,173,18.365,9.67,86.2,75.5,88.5,107.3,112.2,130.2,1.397681855,0.01450125
Q9CXL3,,Uncharacterized protein C7orf50 homolog OS=Mus musculus OX=10090 PE=1 SV=3,13.84615385,1,1,1,195,22.155,9.39,74.8,81.8,93.8,121.5,111.7,116.3,1.395766773,0.006071607
P01865,Igh-1a,"Ig gamma-2A chain C region, membrane-bound form OS=Mus musculus OX=10090 GN=Igh-1a PE=1 SV=3",29.14572864,8,31,8,398,43.921,6.29,84.3,80.2,86,117.9,112.7,119,1.395608782,0.000219637
Q9ERV1,Mkrn2,Probable E3 ubiquitin-protein ligase makorin-2 OS=Mus musculus OX=10090 GN=Mkrn2 PE=1 SV=2,2.884615385,1,1,1,416,46.566,7.34,78.1,88.1,84.5,116.5,115,117.8,1.393298763,0.000412049
Q07456,Ambp,Protein AMBP OS=Mus musculus OX=10090 GN=Ambp PE=1 SV=2,20.05730659,6,9,6,349,39.004,6.32,81.3,88.4,81.1,113.2,116.2,119.8,1.392344498,0.00043284
Q8BKG3,Ptk7,Inactive tyrosine-protein kinase 7 OS=Mus musculus OX=10090 GN=Ptk7 PE=1 SV=1,14.21845574,12,14,12,1062,117.457,6.84,86.4,85,79.7,111.2,121.1,116.7,1.389884508,0.000749834
P51885,Lum,Lumican OS=Mus musculus OX=10090 GN=Lum PE=1 SV=2,43.78698225,12,41,12,338,38.241,6.43,86.1,76.5,88.5,114.8,116.5,117.6,1.38948626,0.000969275
Q63870,Col7a1,Collagen alpha-1(VII) chain OS=Mus musculus OX=10090 GN=Col7a1 PE=1 SV=3,5.434782609,12,13,12,2944,295.054,6.34,83.8,88,79.3,110.6,122.1,116.2,1.38948626,0.001436282
P55065,Pltp,Phospholipid transfer protein OS=Mus musculus OX=10090 GN=Pltp PE=1 SV=1,5.679513185,2,2,2,493,54.419,6.62,82.8,85.6,82.8,123.4,109.7,115.7,1.388535032,0.001332197
Q8BK62,Olfml3,Olfactomedin-like protein 3 OS=Mus musculus OX=10090 GN=Olfml3 PE=2 SV=2,7.389162562,2,3,2,406,45.717,6.23,81.3,90.6,79.5,122.9,117.7,108,1.386634845,0.004314801
Q9DBR4,Apbb2,Amyloid-beta A4 precursor protein-binding family B member 2 OS=Mus musculus OX=10090 GN=Apbb2 PE=1 SV=2,1.315789474,1,1,1,760,83.148,6.15,84.5,74.7,92.6,117.4,103.7,127,1.382446386,0.019600354
Q640N1,Aebp1,Adipocyte enhancer-binding protein 1 OS=Mus musculus OX=10090 GN=Aebp1 PE=1 SV=1,8.865248227,7,9,7,1128,128.284,5.08,80.2,97.8,74.2,108.9,129.6,109.3,1.379064235,0.031736238
Q61781,Krt14,"Keratin, type I cytoskeletal 14 OS=Mus musculus OX=10090 GN=Krt14 PE=1 SV=2",22.72727273,13,32,2,484,52.834,5.17,83.9,84.1,84.2,107.1,125.8,114.9,1.379064235,0.004192007
P20918,Plg,Plasminogen OS=Mus musculus OX=10090 GN=Plg PE=1 SV=3,44.45812808,27,48,27,812,90.749,6.6,80.5,92.5,79.6,118.9,113,115.6,1.375692795,0.002148602
P61588,Rnd3,Rho-related GTP-binding protein RhoE OS=Mus musculus OX=10090 GN=Rnd3 PE=1 SV=1,5.327868852,1,1,1,244,27.351,8.48,82.6,88.2,82.1,105.1,123.2,118.7,1.372083828,0.005596711
Q61268,Apoc4,Apolipoprotein C-IV OS=Mus musculus OX=10090 GN=Apoc4 PE=1 SV=1,8.870967742,1,1,1,124,14.279,9.52,80.1,88,85.1,116.1,115.5,115.1,1.369273302,0.000179258
P01807,,Ig heavy chain V region X44 OS=Mus musculus OX=10090 PE=1 SV=1,22.68907563,2,3,1,119,13.238,7.94,86.1,80.8,86.7,119.7,116.7,109.9,1.365536278,0.000861955
P16460,Ass1,Argininosuccinate synthase OS=Mus musculus OX=10090 GN=Ass1 PE=1 SV=1,45.87378641,16,25,16,412,46.555,8.22,84.6,81.3,88.3,118.5,112,115.4,1.360739575,0.000377425
Q64695,Procr,Endothelial protein C receptor OS=Mus musculus OX=10090 GN=Procr PE=1 SV=3,7.024793388,1,1,1,242,27.172,5.97,89.2,73.6,91.4,108.2,111.3,126.2,1.359952793,0.018063378
Q61247,Serpinf2,Alpha-2-antiplasmin OS=Mus musculus OX=10090 GN=Serpinf2 PE=1 SV=1,18.12627291,7,15,7,491,54.937,6.3,84.5,82.4,87.5,117.7,115.7,112.1,1.358097484,0.000161905
Q8R3G9,Tspan8,Tetraspanin-8 OS=Mus musculus OX=10090 GN=Tspan8 PE=1 SV=1,8.510638298,2,4,2,235,25.565,5.16,77.6,92.3,84.7,119.8,110.4,115.2,1.356637863,0.003863673
Q9R0B9,Plod2,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Mus musculus OX=10090 GN=Plod2 PE=1 SV=2",23.47354138,16,21,16,737,84.435,6.89,83.5,88.2,83,111.9,120.8,112.5,1.355319984,0.000808986
Q62356,Fstl1,Follistatin-related protein 1 OS=Mus musculus OX=10090 GN=Fstl1 PE=1 SV=2,5.882352941,2,2,2,306,34.532,5.85,81.6,90.4,82.9,111.6,121,112.5,1.35386426,0.001774785
Q3U962,Col5a2,Collagen alpha-2(V) chain OS=Mus musculus OX=10090 GN=Col5a2 PE=1 SV=1,1.336005344,1,1,1,1497,144.929,6.7,83.9,78.2,93.1,112.1,113.7,119,1.351097179,0.003437251
Q8C0V9,Frmd6,FERM domain-containing protein 6 OS=Mus musculus OX=10090 GN=Frmd6 PE=1 SV=2,1.607717042,1,1,1,622,71.606,7.68,85.8,78.5,91.1,105.8,111.4,127.5,1.349647612,0.016259151
Q62009,Postn,Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2,35.44152745,22,45,22,838,93.085,7.53,87.3,82.1,86.5,106.1,123.1,114.9,1.344665885,0.004714642
P04919,Slc4a1,Band 3 anion transport protein OS=Mus musculus OX=10090 GN=Slc4a1 PE=1 SV=1,19.05274489,15,23,15,929,103.07,5.45,82.5,90,83.7,110.5,124,109.3,1.341920375,0.005136307
P37889,Fbln2,Fibulin-2 OS=Mus musculus OX=10090 GN=Fbln2 PE=1 SV=2,17.60851761,20,29,20,1221,131.746,4.68,86,85.5,84.8,109.7,124.7,109.3,1.341006633,0.004578712
Q60598,Cttn,Src substrate cortactin OS=Mus musculus OX=10090 GN=Cttn PE=1 SV=2,25.82417582,13,20,13,546,61.212,5.4,83.9,84.7,87.8,117.4,108.6,117.6,1.340093604,0.000811233
Q9CXU9,Eif1b,Eukaryotic translation initiation factor 1b OS=Mus musculus OX=10090 GN=Eif1b PE=1 SV=2,63.71681416,5,14,1,113,12.816,7.37,85.1,80.4,91.2,110.9,118,114.5,1.337748344,0.001507787
Q9D668,Arrdc2,Arrestin domain-containing protein 2 OS=Mus musculus OX=10090 GN=Arrdc2 PE=2 SV=1,2.457002457,1,2,1,407,44.231,9.14,85,92.6,79.5,114.1,116.9,111.9,1.333722287,0.002148911
Q8BGP6,Slc25a40,Solute carrier family 25 member 40 OS=Mus musculus OX=10090 GN=Slc25a40 PE=1 SV=1,7.121661721,2,2,2,337,37.939,8.95,84.2,83.4,89.6,108.8,120.5,113.6,1.333203733,0.001874133
Q8BH61,F13a1,Coagulation factor XIII A chain OS=Mus musculus OX=10090 GN=F13a1 PE=1 SV=3,30.19125683,17,32,16,732,83.155,5.92,84.8,82.6,90,119,109.3,114.3,1.331002331,0.001334738
P49710,Hcls1,Hematopoietic lineage cell-specific protein OS=Mus musculus OX=10090 GN=Hcls1 PE=1 SV=2,8.847736626,4,7,4,486,54.207,4.84,80.6,95.6,81.3,115.6,113.2,113.6,1.329708738,0.004609015
Q99K51,Pls3,Plastin-3 OS=Mus musculus OX=10090 GN=Pls3 PE=1 SV=3,45.07936508,26,62,22,630,70.697,5.62,88.6,77,92.6,118.1,110.2,113.5,1.323780015,0.005886199
Q8VD76,Gtf2h3,General transcription factor IIH subunit 3 OS=Mus musculus OX=10090 GN=Gtf2h3 PE=1 SV=1,11.97411003,2,2,2,309,34.222,6.76,87.8,79.7,90.8,110.6,118,113.1,1.322880372,0.002176811
Q8VCG4,C8g,Complement component C8 gamma chain OS=Mus musculus OX=10090 GN=C8g PE=1 SV=1,6.930693069,1,1,1,202,22.494,9.25,78.5,97.5,82.7,115.3,116.4,109.7,1.3196753,0.010813016
P30412,Ppic,Peptidyl-prolyl cis-trans isomerase C OS=Mus musculus OX=10090 GN=Ppic PE=1 SV=1,25.47169811,4,5,4,212,22.78,7.5,84.5,89.4,84.8,105.8,123.9,111.6,1.319288751,0.007783272
O88207,Col5a1,Collagen alpha-1(V) chain OS=Mus musculus OX=10090 GN=Col5a1 PE=1 SV=2,2.013057671,3,3,3,1838,183.564,4.98,88.9,84.4,85.4,107.8,123.5,110,1.319288751,0.005673119
P35569,Irs1,Insulin receptor substrate 1 OS=Mus musculus OX=10090 GN=Irs1 PE=1 SV=1,7.542579075,6,6,6,1233,130.642,8.73,86.7,90.2,81.8,120.9,106.5,113.8,1.318902203,0.004659534
P01837,Igkc,Immunoglobulin kappa constant OS=Mus musculus OX=10090 GN=Igkc PE=1 SV=2,35.51401869,4,22,4,107,11.927,5.9,85.8,87.9,85.1,116.8,111.5,112.8,1.318006182,0.000108817
P58069,Rasa2,Ras GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Rasa2 PE=1 SV=2,1.298701299,1,1,1,847,96.34,7.59,94.6,76.5,88.1,125.9,104.7,110.1,1.314429012,0.030419146
Q921I1,Tf,Serotransferrin OS=Mus musculus OX=10090 GN=Tf PE=1 SV=1,61.54949785,43,215,42,697,76.674,7.18,85.5,85.7,88.3,113,112.2,115.3,1.312138728,3.12579E-05
Q61062,Dvl3,Segment polarity protein dishevelled homolog DVL-3 OS=Mus musculus OX=10090 GN=Dvl3 PE=1 SV=2,0.977653631,1,1,1,716,78.074,6.65,84.2,86.7,88.7,119.4,111.8,109.2,1.311248074,0.001263325
Q80X19,Col14a1,Collagen alpha-1(XIV) chain OS=Mus musculus OX=10090 GN=Col14a1 PE=1 SV=2,25.26432944,32,46,32,1797,192.892,5.1,86.7,86.6,86.6,111,110.7,118.4,1.308580223,0.000445815
Q9JL35,Hmgn5,High mobility group nucleosome-binding domain-containing protein 5 OS=Mus musculus OX=10090 GN=Hmgn5 PE=1 SV=2,3.201970443,1,1,1,406,45.317,4.37,86,87.9,86.2,115.5,109.2,115.2,1.306805075,0.000240217
Q6P8I4,Pcnp,PEST proteolytic signal-containing nuclear protein OS=Mus musculus OX=10090 GN=Pcnp PE=1 SV=1,5.056179775,1,1,1,178,18.951,7.49,93,83.7,83.4,109.9,114.4,115.5,1.306420607,0.001772444
Q8JZX4,Rbm17,Splicing factor 45 OS=Mus musculus OX=10090 GN=Rbm17 PE=1 SV=1,24.19753086,9,11,8,405,45.276,5.82,88,86.5,85.6,111.1,113.8,114.9,1.306420607,3.68821E-05
P28798,Grn,Granulins OS=Mus musculus OX=10090 GN=Grn PE=1 SV=2,15.28013582,7,11,7,589,63.413,6.8,89.9,84.5,86,110.6,118.6,110.5,1.30453149,0.00107569
O54786,Dffa,DNA fragmentation factor subunit alpha OS=Mus musculus OX=10090 GN=Dffa PE=1 SV=2,4.229607251,1,2,1,331,36.55,4.91,92.3,82.5,85.6,108.6,121.2,109.8,1.304147465,0.005943553
P60603,Romo1,Reactive oxygen species modulator 1 OS=Mus musculus OX=10090 GN=Romo1 PE=2 SV=1,21.51898734,1,1,1,79,8.177,9.33,96.6,78.9,85.2,109.7,113,116.6,1.301495972,0.009165401
P05627,Jun,Transcription factor AP-1 OS=Mus musculus OX=10090 GN=Jun PE=1 SV=3,4.491017964,1,1,1,334,35.921,8.75,85,91.5,84.2,106.5,105.3,127.4,1.30111239,0.025555473
Q9CYX7,Rrp15,RRP15-like protein OS=Mus musculus OX=10090 GN=Rrp15 PE=1 SV=2,3.914590747,1,2,1,281,31.039,8.76,92.4,81.8,86.6,105.9,111.6,121.8,1.300996933,0.009321721
Q8BPB5,Efemp1,EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Efemp1 PE=1 SV=1,4.462474645,2,3,2,493,54.916,5.14,84,86,90.8,110,119.6,109.7,1.300996933,0.002392204
Q3UPF5,Zc3hav1,Zinc finger CCCH-type antiviral protein 1 OS=Mus musculus OX=10090 GN=Zc3hav1 PE=1 SV=1,23.3615222,19,28,19,946,106.619,8.27,85.5,89.3,86.1,104.1,124.5,110.5,1.299731698,0.013192348
Q9ET66,Pi16,Peptidase inhibitor 16 OS=Mus musculus OX=10090 GN=Pi16 PE=1 SV=1,2.044989775,1,1,1,489,52.632,4.73,89.4,78.6,92.9,106.8,119.1,113.1,1.299348409,0.009547676
Q6IRU5,Cltb,Clathrin light chain B OS=Mus musculus OX=10090 GN=Cltb PE=1 SV=1,15.28384279,4,6,4,229,25.156,4.63,88.8,86.3,85.9,110.6,116.3,112.1,1.298850575,0.000176453
Q9Z2T6,Krt85,"Keratin, type II cuticular Hb5 OS=Mus musculus OX=10090 GN=Krt85 PE=1 SV=2",7.297830375,4,8,2,507,55.723,6.42,91,83.8,86.3,109.1,120.8,109.1,1.298353121,0.004244234
Q8K3F6,Kcnq3,Potassium voltage-gated channel subfamily KQT member 3 OS=Mus musculus OX=10090 GN=Kcnq3 PE=1 SV=2,1.603665521,1,1,1,873,96.791,8.79,91.9,78.6,90.6,107.8,115.4,115.6,1.297587131,0.006378082
Q9D281,Fam114a1,Protein Noxp20 OS=Mus musculus OX=10090 GN=Fam114a1 PE=1 SV=1,15.64147627,6,7,6,569,60.975,4.56,82.6,90.8,87.9,114.6,115.4,108.7,1.296211251,0.001282088
P37804,Tagln,Transgelin OS=Mus musculus OX=10090 GN=Tagln PE=1 SV=3,54.22885572,9,19,9,201,22.561,8.81,86.5,93,82.2,107.6,122,108.8,1.293083684,0.010168197
P97315,Csrp1,Cysteine and glycine-rich protein 1 OS=Mus musculus OX=10090 GN=Csrp1 PE=1 SV=3,48.1865285,10,18,10,193,20.57,8.57,89.9,76.5,95.6,110.4,111.8,115.7,1.289694656,0.012610867
Q922W5,Pycr1,"Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Mus musculus OX=10090 GN=Pycr1 PE=1 SV=1",20.06472492,5,6,3,309,32.353,6.86,90.8,89.5,81.8,118.4,106.7,112.8,1.289202594,0.004532513
P19324,Serpinh1,Serpin H1 OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=3,62.11031175,24,102,24,417,46.504,8.82,85.7,83.6,92.8,120.6,105.4,111.8,1.288821061,0.008389529
P02089,Hbb-b2,Hemoglobin subunit beta-2 OS=Mus musculus OX=10090 GN=Hbb-b2 PE=1 SV=2,80.27210884,13,233,5,147,15.868,8.05,81.5,92.3,88.5,108.3,116.6,112.7,1.287075867,0.003198942
Q9R0P4,Smap,Small acidic protein OS=Mus musculus OX=10090 GN=Smap PE=1 SV=1,25.41436464,3,6,3,181,20.034,4.82,86.6,84.3,91.5,118.1,105.9,113.5,1.286204268,0.003782389
Q9QWF0,Chaf1a,Chromatin assembly factor 1 subunit A OS=Mus musculus OX=10090 GN=Chaf1a PE=1 SV=1,3.183315038,3,3,3,911,101.872,5.4,88.3,84.5,89.7,117.3,111.7,108.5,1.285714286,0.001139583
P17879,Hspa1b,Heat shock 70 kDa protein 1B OS=Mus musculus OX=10090 GN=Hspa1b PE=1 SV=3,35.35825545,16,73,7,642,70.133,5.72,77.6,101.6,83.7,105.4,122.4,109.3,1.282236592,0.049056617
P43025,Clec3b,Tetranectin OS=Mus musculus OX=10090 GN=Clec3b PE=1 SV=2,5.940594059,1,1,1,202,22.243,5.66,81.4,83,98.6,116.1,113.5,107.5,1.281749049,0.015051726
Q61096,Prtn3,Myeloblastin OS=Mus musculus OX=10090 GN=Prtn3 PE=1 SV=2,19.68503937,3,5,3,254,27.608,7.2,87.7,91.2,84.3,106,117.6,113.2,1.279635258,0.003337609
Q04447,Ckb,Creatine kinase B-type OS=Mus musculus OX=10090 GN=Ckb PE=1 SV=1,51.96850394,14,30,13,381,42.686,5.67,86.7,85.7,90.9,111.4,114.2,111.1,1.278769464,0.000198709
P21995,Emb,Embigin OS=Mus musculus OX=10090 GN=Emb PE=1 SV=2,3.939393939,1,1,1,330,37.041,6.02,84.6,84.2,94.7,109.7,109.4,117.5,1.277419355,0.004943664
P06684,C5,Complement C5 OS=Mus musculus OX=10090 GN=C5 PE=1 SV=2,4.583333333,6,7,6,1680,188.759,6.81,87.8,91.1,84.6,102.2,120.4,113.9,1.277039848,0.012546488
Q9QWK4,Cd5l,CD5 antigen-like OS=Mus musculus OX=10090 GN=Cd5l PE=1 SV=3,3.409090909,1,1,1,352,38.837,5.16,89.5,81.6,92.4,109.3,113.3,113.9,1.277039848,0.002335151
P97864,Casp7,Caspase-7 OS=Mus musculus OX=10090 GN=Casp7 PE=1 SV=2,3.300330033,1,1,1,303,34.039,6.33,95.7,78.1,89.9,117.8,103.9,114.7,1.275692074,0.022155211
Q8VCC9,Spon1,Spondin-1 OS=Mus musculus OX=10090 GN=Spon1 PE=1 SV=1,2.478314746,2,2,2,807,90.761,6.02,85.8,89.6,88.4,111.8,113.3,111.1,1.274450341,4.89132E-05
Q60715,P4ha1,Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus OX=10090 GN=P4ha1 PE=1 SV=2,32.58426966,15,29,15,534,60.872,5.9,89.6,82.4,91.8,119.5,108.1,108.5,1.274071266,0.006804939
Q05117,Acp5,Tartrate-resistant acid phosphatase type 5 OS=Mus musculus OX=10090 GN=Acp5 PE=1 SV=2,5.810397554,1,1,1,327,36.784,8.9,79.7,97.5,86.7,105.3,125.7,105.1,1.27358848,0.048457277
P97298,Serpinf1,Pigment epithelium-derived factor OS=Mus musculus OX=10090 GN=Serpinf1 PE=1 SV=2,38.1294964,14,22,14,417,46.205,6.98,88,88.3,87.7,116.2,109,110.9,1.273106061,0.000372114
P57787,Slc16a3,Monocarboxylate transporter 4 OS=Mus musculus OX=10090 GN=Slc16a3 PE=1 SV=1,10.85106383,5,7,5,470,50.34,7.96,87.7,90.9,85.5,114.8,111.9,109.3,1.272245362,0.000426259
B2RPV6,Mmrn1,Multimerin-1 OS=Mus musculus OX=10090 GN=Mmrn1 PE=1 SV=2,0.578512397,1,1,1,1210,136.02,7.71,90,83.7,90.5,112,114.9,108.9,1.271006813,0.001026472
Q61129,Cfi,Complement factor I OS=Mus musculus OX=10090 GN=Cfi PE=1 SV=3,7.794361526,3,5,3,603,67.217,7.46,83.8,86.7,93.8,110,115.3,110.4,1.27014756,0.002251697
Q9CQY2,Rammet,RNMT-activating mRNA cap methylating subunit OS=Mus musculus OX=10090 GN=Rammet PE=3 SV=1,8.403361345,1,1,1,119,14.547,8.4,101.1,83.3,80,108.7,109.8,117.1,1.269288956,0.02830128
Q08879,Fbln1,Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2,16.17021277,9,15,9,705,77.981,5.16,84.3,95.9,84.4,102.6,123.1,109.7,1.267573696,0.029754789
P01635,,Ig kappa chain V-V region K2 (Fragment) OS=Mus musculus OX=10090 PE=1 SV=1,20,2,3,2,115,12.573,8.31,88,88.5,88.4,116,107.7,111.5,1.265383163,0.000620113
P97314,Csrp2,Cysteine and glycine-rich protein 2 OS=Mus musculus OX=10090 GN=Csrp2 PE=1 SV=3,37.30569948,6,14,6,193,20.912,8.62,91.5,84.1,89.4,106.9,115.2,113,1.264528302,0.002143789
Q3UZZ4,Olfm4,Olfactomedin-4 OS=Mus musculus OX=10090 GN=Olfm4 PE=2 SV=1,2.574257426,1,1,1,505,57.263,6.38,84.3,96.4,84.4,100,122,112.9,1.263296869,0.03674189
Q08093,Cnn2,Calponin-2 OS=Mus musculus OX=10090 GN=Cnn2 PE=1 SV=1,27.86885246,7,13,7,305,33.134,7.62,87.3,86.3,91.6,115.5,107.4,112,1.262820513,0.001238679
Q9JK53,Prelp,Prolargin OS=Mus musculus OX=10090 GN=Prelp PE=1 SV=2,38.88888889,14,19,14,378,43.265,9.54,88.3,92.7,84.2,110.2,110.5,114,1.262066365,0.001073085
P15535,B4galt1,"Beta-1,4-galactosyltransferase 1 OS=Mus musculus OX=10090 GN=B4galt1 PE=1 SV=1",6.766917293,3,5,2,399,44.383,9.38,91.6,88.9,85.1,105.9,114.8,113.7,1.259036145,0.00245449
P19973,Lsp1,Lymphocyte-specific protein 1 OS=Mus musculus OX=10090 GN=Lsp1 PE=1 SV=2,24.54545455,6,8,6,330,36.692,4.82,88.5,85.2,92,100.9,118.8,114.4,1.257433195,0.01643284
P82198,Tgfbi,Transforming growth factor-beta-induced protein ig-h3 OS=Mus musculus OX=10090 GN=Tgfbi PE=1 SV=1,34.11420205,18,37,18,683,74.55,7.06,88.2,86.6,91.1,107,116.4,110.7,1.256487401,0.001698268
P01867,Igh-3,Ig gamma-2B chain C region OS=Mus musculus OX=10090 GN=Igh-3 PE=1 SV=3,23.51485149,6,18,6,404,44.231,6.52,90.5,85.9,89.6,113,108.6,112.4,1.255639098,0.000325437
Q9R0E2,Plod1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Mus musculus OX=10090 GN=Plod1 PE=1 SV=1",32.82967033,20,32,19,728,83.542,6.54,88.1,88.4,89.6,111.7,114.5,107.7,1.254791432,0.000367351
Q8R5H6,Wasf1,Wiskott-Aldrich syndrome protein family member 1 OS=Mus musculus OX=10090 GN=Wasf1 PE=1 SV=2,2.325581395,1,1,1,559,61.471,6.37,102.8,86.3,77,109.1,111.3,113.5,1.254791432,0.04179337
P09470,Ace,Angiotensin-converting enzyme OS=Mus musculus OX=10090 GN=Ace PE=1 SV=3,3.353658537,3,4,3,1312,150.822,6.55,92.6,87.7,85.9,100.3,124.3,109.2,1.253944403,0.036468382
O88947,F10,Coagulation factor X OS=Mus musculus OX=10090 GN=F10 PE=1 SV=1,4.573804574,2,2,2,481,53.983,5.66,91.3,85.7,89.2,105.2,114.5,114.1,1.253944403,0.002829795
P01631,,Ig kappa chain V-II region 26-10 OS=Mus musculus OX=10090 PE=1 SV=1,32.74336283,2,4,2,113,12.265,8.88,91.1,79.6,95.7,118,111.3,104.3,1.252252252,0.02261754
P27600,Gna12,Guanine nucleotide-binding protein subunit alpha-12 OS=Mus musculus OX=10090 GN=Gna12 PE=1 SV=3,7.124010554,3,8,1,379,44.067,9.83,92.6,84.3,89.6,107.6,124.7,101.3,1.251782364,0.039063936
Q9CWN7,Cnot11,CCR4-NOT transcription complex subunit 11 OS=Mus musculus OX=10090 GN=Cnot11 PE=1 SV=1,6.138613861,2,2,2,505,54.924,6.55,96.9,83.2,86.7,101.4,123.3,108.6,1.249250375,0.044109125
Q01339,Apoh,Beta-2-glycoprotein 1 OS=Mus musculus OX=10090 GN=Apoh PE=1 SV=1,39.42028986,12,16,12,345,38.593,8.22,89.3,88.7,88.8,113.6,110.2,109.4,1.248875562,6.9975E-05
P04186,Cfb,Complement factor B OS=Mus musculus OX=10090 GN=Cfb PE=1 SV=2,25.62417871,16,26,16,761,84.951,7.37,88.9,90.1,87.8,109.2,111.1,112.8,1.24850075,5.7091E-05
Q3U435,Mmp25,Matrix metalloproteinase-25 OS=Mus musculus OX=10090 GN=Mmp25 PE=2 SV=1,1.951219512,1,1,1,615,68.453,8.27,97.6,78.2,91.3,117,114.2,101.6,1.24597529,0.041932659
P07214,Sparc,SPARC OS=Mus musculus OX=10090 GN=Sparc PE=1 SV=1,29.13907285,8,18,8,302,34.428,4.86,84,94,89.2,110.6,113.1,109.1,1.245508982,0.002167231
Q61559,Fcgrt,IgG receptor FcRn large subunit p51 OS=Mus musculus OX=10090 GN=Fcgrt PE=1 SV=1,8.493150685,5,9,5,365,40.067,5.29,86.5,93.8,87.1,108.9,110.3,113.4,1.243829469,0.001277178
Q9D8P4,Mrpl17,"39S ribosomal protein L17, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl17 PE=1 SV=1",11.93181818,2,2,2,176,20.237,9.82,90.4,91.4,85.6,121.3,101.4,109.8,1.243455497,0.022896876
Q5FWI3,Tmem2,Cell surface hyaluronidase OS=Mus musculus OX=10090 GN=Tmem2 PE=1 SV=1,12.00289226,13,17,13,1383,153.704,7.78,88.8,89.2,89.5,113.2,109.9,109.4,1.242990654,5.70223E-05
Q8K3I6,Il27,Interleukin-27 subunit alpha OS=Mus musculus OX=10090 GN=Il27 PE=1 SV=1,7.264957265,1,1,1,234,26.526,5.6,79.7,95,92.9,102.1,120.4,109.9,1.242152466,0.039031881
P01644,,Ig kappa chain V-V region HP R16.7 OS=Mus musculus OX=10090 PE=1 SV=1,36.11111111,2,3,2,108,11.903,7.97,89.8,83.6,94.4,111,112.1,109.1,1.240477969,0.00272106
Q9D8V7,Sec11c,Signal peptidase complex catalytic subunit SEC11C OS=Mus musculus OX=10090 GN=Sec11c PE=1 SV=3,4.166666667,1,1,1,192,21.646,9.23,93.8,83.6,90.5,105,121.7,105.4,1.239641657,0.026929971
P28293,Ctsg,Cathepsin G OS=Mus musculus OX=10090 GN=Ctsg PE=1 SV=2,13.02681992,3,3,3,261,29.077,10.56,91.3,91.1,85.5,107.1,113.5,111.5,1.239641657,0.001334839
Q61503,Nt5e,5'-nucleotidase OS=Mus musculus OX=10090 GN=Nt5e PE=1 SV=2,1.736111111,1,1,1,576,63.824,6.64,92.9,83.6,91.4,111.7,108.3,112,1.239268384,0.002371873
P46938,Yap1,Transcriptional coactivator YAP1 OS=Mus musculus OX=10090 GN=Yap1 PE=1 SV=2,9.631147541,3,3,3,488,52.351,5.11,88.7,89.5,89.8,104.3,119.9,107.8,1.23880597,0.010795679
